	player	team	position	points	lower	upper	positionRank	dropoff	tier	ptSpread	positionECR	risk	salary	ID	projected_ownership	score
35	David Johnson	ARI	RB	0.7619047619047619	0.8015873015873016	0.7063492063492064	13	0.526742817426348	0.7142857142857143	0.3492063492063492	0.25	2.8388237959939997	6800.0	13424756	0.1568627450980392	4.333315295815296
38	Tyler Lockett	SEA	WR	0.746031746031746	0.6825396825396826	0.7857142857142857	5	0.269632474858307	0.1626984126984127	0.8571428571428571	0.18548387096774194	2.78840607250576	6300.0	13424978	0.24509803921568626	4.304374098124098
42	Mark Ingram	BAL	RB	0.7380952380952381	0.8253968253968254	0.6428571428571429	14	0.5241600105582871	0.7142857142857143	0.1349206349206349	0.3064516129032258	3.15734425581307	6600.0	13424758	0.17647058823529413	4.24498556998557
49	Odell Beckham	CLE	WR	0.6904761904761905	0.7380952380952381	0.7222222222222222	10	0.291202831794791	0.1626984126984127	0.6031746031746031	0.1532258064516129	2.67679434992914	7300.0	13424962	0.10784313725490197	4.231123737373737
43	Brandin Cooks	LAR	WR	0.7301587301587301	0.6111111111111112	0.8333333333333334	6	0.12414738638751101	0.1626984126984127	0.9841269841269841	0.3951612903225806	2.62098848864083	6200.0	13424980	0.27450980392156865	4.210560966810967
50	Travis Kelce	KC	TE	0.6825396825396826	0.7142857142857143	0.6666666666666666	1	2.09246764066257	0.031746031746031744	0.4523809523809524	0.016129032258064516	5.26365463898186	7200.0	13425246	0.11764705882352941	4.193867243867244
44	Mike Evans	TB	WR	0.7222222222222222	0.7222222222222222	0.7142857142857143	7	0.13776128621789002	0.1626984126984127	0.626984126984127	0.375	3.5138822692537794	7100.0	13424964	0.12745098039215685	4.182512626262627
47	Sammy Watkins	KC	WR	0.7063492063492064	0.6666666666666666	0.6984126984126984	8	0.0725274983191806	0.1626984126984127	0.6507936507936508	0.33064516129032256	3.34646468538885	6700.0	13424968	0.16666666666666666	4.0888618326118324
48	Cooper Kupp	LAR	WR	0.6984126984126984	0.5952380952380952	0.753968253968254	9	0.168790040286691	0.1626984126984127	0.8968253968253969	0.2661290322580645	2.8442119337940697	6500.0	13424974	0.20588235294117646	4.068353174603175
52	Kenny Golladay	DET	WR	0.6666666666666666	0.5873015873015873	0.8015873015873016	12	0.168083397448051	0.1626984126984127	0.9682539682539683	0.4112903225806452	2.8442119337940697	5900.0	13424986	0.3627450980392157	4.038356782106782
46	Phillip Lindsay	DEN	RB	0.7142857142857143	0.6349206349206349	0.6904761904761905	15	0.7556004187787672	0.7142857142857143	0.6904761904761905	0.5483870967741935	4.0332755203155	5200.0	13424780	0.5588235294117647	3.9188672438672443
65	Evan Engram	NYG	TE	0.5873015873015873	0.5634920634920635	0.6190476190476191	2	1.8735299317732	0.031746031746031744	0.6746031746031746	0.04435483870967742	6.108371792664631	5700.0	13425248	0.4019607843137255	3.772222222222222
59	Patriots	NE	DST	0.6190476190476191	0.7301587301587301	0.5714285714285714	3	0.595346469418631	0.1626984126984127	0.16666666666666666	0.9032258064516129	4.03170247100571	3700.0	13425426	0.8333333333333334	3.7554563492063493
56	Chargers	LAC	DST	0.6349206349206349	0.6984126984126984	0.5634920634920635	2	0.44532193516317303	0.1626984126984127	0.2222222222222222	0.8951612903225806	3.9498111388721604	3800.0	13425424	0.8235294117647058	3.7237103174603177
61	David Montgomery	CHI	RB	0.6031746031746031	0.6587301587301587	0.6031746031746031	18	1.51682546505599	0.8412698412698413	0.31746031746031744	0.6088709677419355	3.3166044857226002	5300.0	13424778	0.5294117647058824	3.68059163059163
66	Sterling Shepard	NYG	WR	0.5793650793650794	0.5476190476190477	0.6587301587301587	15	0.21644333943289198	0.3373015873015873	0.8650793650793651	0.5846774193548387	4.01613502084857	5800.0	13424994	0.38235294117647056	3.577786796536796
70	Marquise Brown	BAL	WR	0.5476190476190477	0.5158730158730159	0.6349206349206349	17	0.16110434773868398	0.3373015873015873	0.8809523809523809	0.5967741935483871	3.2906588241005403	5800.0	13424990	0.37254901960784315	3.4533459595959597
68	Colts	IND	DST	0.5634920634920635	0.6746031746031746	0.4444444444444444	5	0.21105521720337	0.3373015873015873	0.05555555555555555	0.967741935483871	3.31651015354098	3100.0	13425433	0.9705882352941176	3.4072420634920633
69	Ravens	BAL	DST	0.5555555555555556	0.6428571428571429	0.48412698412698413	6	0.369693428571427	0.3373015873015873	0.18253968253968253	0.9516129032258065	4.21546586746707	3200.0	13425432	0.9509803921568627	3.405257936507936
53	Seahawks	SEA	DST	0.6587301587301587	0.3968253968253968	0.5793650793650794	1	0.231270285714286	0.031746031746031744	0.9206349206349206	0.9435483870967742	9.34974089629396	3300.0	13425431	0.9411764705882353	3.3650793650793656
78	Larry Fitzgerald	ARI	WR	0.5	0.5079365079365079	0.5476190476190477	20	0.0608717327398818	0.5238095238095238	0.6349206349206349	0.5564516129032258	3.40227054667716	5600.0	13425000	0.4411764705882353	3.2717532467532466
79	Adam Thielen	MIN	WR	0.49206349206349204	0.5	0.5317460317460317	21	0.36276920789887895	0.5238095238095238	0.6111111111111112	0.532258064516129	3.40227054667716	6600.0	13424970	0.19607843137254902	3.237896825396825
73	Bears	CHI	DST	0.5238095238095238	0.626984126984127	0.3888888888888889	8	1.22411057142857	0.3373015873015873	0.10317460317460317	0.9274193548387096	3.65200322917368	3400.0	13425429	0.9117647058823529	3.1969246031746037
72	Chris Godwin	TB	WR	0.5317460317460317	0.20634920634920634	0.626984126984127	18	0.270746950639188	0.3373015873015873	1.0	0.4838709677419355	3.84871743698364	6000.0	13424984	0.3235294117647059	3.1468704906204907
91	Darren Waller	OAK	TE	0.4126984126984127	0.42063492063492064	0.49206349206349204	3	0.0986883162726873	0.1626984126984127	0.7777777777777778	0.11290322580645161	7.718240333356791	5200.0	13425250	0.5490196078431373	3.1016143578643582
74	Broncos	DEN	DST	0.5158730158730159	0.5555555555555556	0.38095238095238093	9	2.7941971272962998	0.3373015873015873	0.2777777777777778	0.9838709677419355	4.47986137912402	2900.0	13425436	0.9803921568627451	3.064980158730159
76	Chris Carson	SEA	RB	0.5079365079365079	0.18253968253968253	0.5555555555555556	19	0.25812719664482103	0.8412698412698413	0.9920634920634921	0.3629032258064516	4.19253575022503	5700.0	13424770	0.4117647058823529	2.938401875901876
88	Terry McLaurin	WAS	WR	0.4365079365079365	0.47619047619047616	0.42063492063492064	24	0.14949777243605802	0.5238095238095238	0.5317460317460317	0.6088709677419355	4.23935846600181	4500.0	13425040	0.7450980392156863	2.937536075036075
87	Marvin Jones	DET	WR	0.4444444444444444	0.46825396825396826	0.4365079365079365	23	0.0837068248174742	0.5238095238095238	0.5873015873015873	0.7258064516129032	4.51838777244336	5400.0	13425006	0.49019607843137253	2.9234307359307357
81	Carlos Hyde	HOU	RB	0.47619047619047616	0.4444444444444444	0.40476190476190477	20	0.20682767519863396	0.9365079365079365	0.6587301587301587	0.6451612903225806	4.2721658651798	4300.0	13424810	0.7647058823529411	2.8479437229437226
85	Wayne Gallman	NYG	RB	0.4603174603174603	0.5396825396825397	0.2857142857142857	22	0.18315028554748003	0.9365079365079365	0.12698412698412698	0.6209677419354839	3.7943851754512	4600.0	13424792	0.7058823529411765	2.8388888888888886
96	Mark Andrews	BAL	TE	0.38095238095238093	0.1984126984126984	0.5	5	1.1718863684636598	0.1626984126984127	0.9523809523809523	0.125	7.828286485175459	5000.0	13425252	0.6372549019607843	2.82637987012987
89	Christian Kirk	ARI	WR	0.42857142857142855	0.30158730158730157	0.5079365079365079	25	0.19041238538969602	0.5238095238095238	0.9047619047619048	0.6370967741935484	3.45807640796547	5100.0	13425018	0.5980392156862745	2.8244227994227993
86	Devonta Freeman	ATL	RB	0.4523809523809524	0.4523809523809524	0.3492063492063492	23	0.281355853090693	0.9365079365079365	0.5079365079365079	0.5645161290322581	2.9980840259035295	5000.0	13424784	0.6078431372549019	2.782377344877345
71	Jaguars	JAC	DST	0.5396825396825397	0.15079365079365079	0.47619047619047616	7	0.222996857142858	0.3373015873015873	0.9603174603174603	0.9112903225806451	9.32700375674014	3700.0	13425425	0.8627450980392157	2.7425595238095237
82	Josh Jacobs	OAK	RB	0.46825396825396826	0.38095238095238093	0.373015873015873	21	0.368012973501594	0.9365079365079365	0.7619047619047619	0.49193548387096775	3.47586471563213	5100.0	13424782	0.5882352941176471	2.7423160173160173
132	Rams	LAR	DST	0.2619047619047619	0.4603174603174603	0.5238095238095238	10	0.922692270153448	0.3373015873015873	0.7301587301587301	0.9193548387096774	6.682871027949621	3500.0	13425428	0.8823529411764706	2.7375992063492065
90	Allen Robinson	CHI	WR	0.42063492063492064	0.36507936507936506	0.4126984126984127	26	0.322649950959539	0.5238095238095238	0.8095238095238095	0.6854838709677419	3.5696881305420898	5600.0	13424996	0.45098039215686275	2.7115800865800868
94	Sony Michel	NE	RB	0.3888888888888889	0.49206349206349204	0.2777777777777778	25	0.835376299546168	0.9365079365079365	0.19047619047619047	0.5846774193548387	5.06846701472746	5500.0	13424768	0.46078431372549017	2.670544733044733
106	Will Fuller	HOU	WR	0.35714285714285715	0.31746031746031744	0.4523809523809524	29	0.143638865915326	0.5238095238095238	0.873015873015873	0.8225806451612904	3.5138822692537794	4500.0	13425038	0.7254901960784313	2.5896103896103897
107	Mecole Hardman	KC	WR	0.3492063492063492	0.2777777777777778	0.46825396825396826	30	0.15379000919130803	0.5238095238095238	0.8888888888888888	0.7540322580645161	3.7929115756953298	5100.0	13425014	0.5784313725490197	2.5861111111111112
101	John Brown	BUF	WR	0.36507936507936506	0.373015873015873	0.3968253968253968	28	0.0807909202284343	0.5238095238095238	0.7936507936507936	0.8104838709677419	3.7371057144070203	5300.0	13425008	0.5098039215686274	2.576154401154401
93	Frank Gore	BUF	RB	0.3968253968253968	0.4126984126984127	0.4603174603174603	24	0.30194675659961795	0.9365079365079365	0.7142857142857143	0.7338709677419355	3.7147550604964303	4400.0	13424798	0.6470588235294118	2.5594516594516596
118	Courtland Sutton	DEN	WR	0.30952380952380953	0.3492063492063492	0.3412698412698413	34	0.301965947157733	0.5238095238095238	0.6984126984126984	0.8467741935483871	2.73260021121745	4600.0	13425036	0.7156862745098039	2.388347763347763
130	Greg Olsen	CAR	TE	0.2777777777777778	0.2857142857142857	0.23015873015873015	6	0.490065303084252	0.1626984126984127	0.4603174603174603	0.16532258064516128	6.18145583397681	4200.0	13425258	0.7843137254901961	2.3874368686868683
122	DK Metcalf	SEA	WR	0.30158730158730157	0.2619047619047619	0.3333333333333333	35	0.744579435998658	0.5238095238095238	0.7698412698412699	0.7540322580645161	3.5696881305420898	4800.0	13425026	0.6862745098039216	2.2944444444444443
136	Tyrell Williams	OAK	WR	0.25396825396825395	0.4365079365079365	0.18253968253968253	36	0.568269210488721	0.7142857142857143	0.06349206349206349	0.7096774193548387	4.29516432729012	5700.0	13424992	0.39215686274509803	2.2771825396825394
160	Austin Hooper	ATL	TE	0.21428571428571427	0.2698412698412698	0.21428571428571427	8	0.774007708579178	0.1626984126984127	0.3333333333333333	0.29435483870967744	6.27947141509097	4300.0	13425256	0.7549019607843137	2.245914502164502
112	Adrian Peterson	WAS	RB	0.3253968253968254	0.2222222222222222	0.25396825396825395	26	0.483797273450755	0.9365079365079365	0.5793650793650794	0.6693548387096774	4.0332755203155	4300.0	13424808	0.7745098039215687	2.176443001443001
111	Robert Woods	LAR	WR	0.3333333333333333	0.07936507936507936	0.31746031746031744	32	0.0658977888347607	0.5238095238095238	0.9285714285714286	0.5403225806451613	4.46258191115505	6100.0	13424982	0.30392156862745096	2.175108225108225
195	Texans	HOU	DST	0.12698412698412698	0.3412698412698413	0.35714285714285715	13	0.14893379770909804	0.5238095238095238	0.753968253968254	0.9596774193548387	7.70241782312163	3100.0	13425434	0.9607843137254902	2.1101190476190474
149	Delanie Walker	TEN	TE	0.2222222222222222	0.09523809523809523	0.2698412698412698	7	0.47690998169672294	0.1626984126984127	0.8174603174603174	0.24193548387096775	8.13293042400732	4800.0	13425254	0.6764705882352942	2.0960046897546896
131	James White	NE	RB	0.2698412698412698	0.16666666666666666	0.3253968253968254	29	0.21027557192398	0.9365079365079365	0.8412698412698413	0.717741935483871	4.0332755203155	4900.0	13424786	0.6568627450980392	2.090386002886003
142	Chris Thompson	WAS	RB	0.24603174603174602	0.25396825396825395	0.2619047619047619	30	0.0570676015778018	0.9920634920634921	0.5396825396825397	0.7741935483870968	3.5554948305869	4500.0	13424796	0.7352941176470589	2.072492784992785
146	Royce Freeman	DEN	RB	0.23015873015873015	0.3253968253968254	0.24603174603174602	32	0.30692556971368107	0.9920634920634921	0.4444444444444444	0.6612903225806451	3.6351249455416696	4800.0	13424788	0.6274509803921569	2.02873907138613
126	LeSean McCoy	KC	RB	0.29365079365079366	0.0873015873015873	0.23809523809523808	27	0.0535689721741175	0.9365079365079365	0.7857142857142857	0.5725806451612904	3.7943851754512	5600.0	13424772	0.43137254901960786	1.9586760461760462
206	Vikings	MIN	DST	0.10317460317460317	0.30952380952380953	0.30158730158730157	15	0.0474500579208996	0.7142857142857143	0.6825396825396826	0.9354838709677419	7.046300530111459	3400.0	13425430	0.9215686274509803	1.943452380952381
167	Josh Gordon	NE	WR	0.19047619047619047	0.23015873015873015	0.15079365079365079	39	0.0646767414287028	0.7142857142857143	0.23015873015873015	0.6290322580645161	4.23935846600181	5900.0	13424988	0.35294117647058826	1.9268939393939393
190	Eric Ebron	IND	TE	0.14285714285714285	0.12698412698412698	0.2222222222222222	9	1.16685148620025	0.3373015873015873	0.5952380952380952	0.375	7.09376706096843	4000.0	13425262	0.803921568627451	1.9176316738816737
143	Kenyan Drake	MIA	RB	0.23809523809523808	0.15873015873015872	0.20634920634920634	31	0.11203879589196301	0.9920634920634921	0.42063492063492064	0.7903225806451613	3.47586471563213	4200.0	13424816	0.7941176470588235	1.9052489177489176
172	Calvin Ridley	ATL	WR	0.18253968253968253	0.29365079365079366	0.1111111111111111	40	0.0273455159540141	0.8412698412698413	0.15079365079365079	0.6532258064516129	3.5138822692537794	5000.0	13425020	0.6176470588235294	1.8982503607503607
176	Emmanuel Sanders	DEN	WR	0.16666666666666666	0.24603174603174602	0.1746031746031746	42	0.369932405058805	0.8412698412698413	0.2619047619047619	0.8306451612903226	4.68580535630828	4900.0	13425034	0.6666666666666666	1.8661075036075037
163	Curtis Samuel	CAR	WR	0.1984126984126984	0.1746031746031746	0.16666666666666666	38	0.0965668217171221	0.7142857142857143	0.29365079365079366	0.7661290322580645	3.7929115756953298	4600.0	13425032	0.696078431372549	1.8634559884559883
177	Panthers	CAR	DST	0.15873015873015872	0.21428571428571427	0.12698412698412698	11	0.25213717397881896	0.5238095238095238	0.21428571428571427	1.0	4.22224801025348	2300.0	13425443	1.0	1.7787698412698412
226	Will Dissly	SEA	TE	0.06349206349206349	0.1349206349206349	0.07142857142857142	10	1.4068185538468603	0.3373015873015873	0.24603174603174602	0.21774193548387097	5.3121027312547895	3600.0	13425270	0.8725490196078431	1.6748885025986795
202	Redskins	WAS	DST	0.11904761904761904	0.1111111111111111	0.14285714285714285	14	0.149967547438945	0.5238095238095238	0.36507936507936506	0.9919354838709677	5.21282221497508	2800.0	13425438	0.9901960784313726	1.619047619047619
203	Stefon Diggs	MIN	WR	0.1111111111111111	0.047619047619047616	0.1984126984126984	44	0.19171736693641897	0.8412698412698413	0.7222222222222222	0.8104838709677419	4.1835526047135	5500.0	13425002	0.47058823529411764	1.5414321789321788
350	T.J. Hockenson	DET	TE	0.047619047619047616	0.06349206349206349	0.03968253968253968	11	0.5277366408128851	0.5238095238095238	0.023809523809523808	0.3548387096774194	3.19572337949611	3300.0	13425278	0.9313725490196079	1.5301724137931034
213	Demarcus Robinson	KC	WR	0.07936507936507936	0.10317460317460317	0.11904761904761904	46	0.262139799152943	0.8412698412698413	0.35714285714285715	0.7419354838709677	3.9045232982719504	5200.0	13425010	0.5392156862745098	1.5141233766233766
207	Chiefs	KC	DST	0.09523809523809523	0.23809523809523808	0.06349206349206349	16	0.105050629349471	0.8412698412698413	0.047619047619047616	0.9758064516129032	2.93299570699484	3000.0	13425435	0.9019607843137255	1.4891774891774892
409	Vernon Davis	WAS	TE	0.03968253968253968	0.03968253968253968	0.023809523809523808	12	0.147224628262007	0.7142857142857143	0.09523809523809523	0.3951612903225806	3.6579853769983797	3400.0	13425276	0.8921568627450981	1.415361319966583
411	O.J. Howard	TB	TE	0.031746031746031744	0.023809523809523808	0.047619047619047616	13	0.324312824669782	0.7142857142857143	0.38095238095238093	0.28225806451612906	4.98707293553057	3900.0	13425264	0.8137254901960784	1.3877164502164503
209	Paul Richardson	WAS	WR	0.0873015873015873	0.07142857142857142	0.07936507936507936	45	0.13504553742207	0.8412698412698413	0.3888888888888889	0.8790322580645161	4.35097018857843	3700.0	13425074	0.8529411764705882	1.386656746031746
222	Jarvis Landry	CLE	WR	0.07142857142857142	0.05555555555555555	0.09523809523809523	47	0.308464504802167	0.8412698412698413	0.4126984126984127	0.8709677419354839	3.40227054667716	5100.0	13425012	0.5686274509803921	1.368632756132756
461	Jack Doyle	IND	TE	0.007936507936507936	0.015873015873015872	0.015873015873015872	16	0.48342026011888506	0.7142857142857143	0.2698412698412698	0.5241935483870968	4.89761849932204	3700.0	13425268	0.8431372549019608	1.2517361111111112
113	Mike Williams	LAC	WR	0.31746031746031744	0.5317460317460317	0.19047619047619047	33	0.12399179893277601	0.5238095238095238	0.011904761904761904	0.7016129032258065	4.29516432729012	4800.0	13425024	0.0196078431372549	1.0313492063492065
128	Justin Jackson	LAC	RB	0.2857142857142857	0.48412698412698413	0.15873015873015872	28	0.13095934354569902	0.9365079365079365	0.011904761904761904	0.6935483870967742	4.749946554908401	4100.0	13424824	0.00980392156862745	0.8329846079846079
194	T.Y. Hilton	IND	WR	0.1349206349206349	0.11904761904761904	0.0873015873015873	43	0.20267536164065397	0.8412698412698413	0.30158730158730157	0.8870967741935484	16.2376186429884	6400.0	13424976	0.029411764705882353	0.1001984126984126
